sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
彰化（員林）,彰化縣,125,細懸浮微粒,對敏感族群不健康,1.6,0.68,37.8,45,80,44,21.5,23.7,2.2,0.6,331,"2024-11-14 18:00",,0.4,44.7,73,1,120.56373,23.96117,201
大城,彰化縣,56,細懸浮微粒,普通,0.7,0.13,36.1,38.4,33,10,6.1,7.1,0.9,2.6,30,"2024-11-14 18:00",,0.1,17.5,34,0,120.26964167,23.85493056,85
富貴角,新北市,56,細懸浮微粒,普通,0.8,0.08,16.5,36.4,19,7,4.3,4.3,0,2.5,129,"2024-11-14 18:00",,0.1,17.4,32,0,121.53656894,25.29681695,84
麥寮,雲林縣,76,細懸浮微粒,普通,1.4,0.2,31.5,40.2,33,12,8.5,10.1,1.5,2.8,353,"2024-11-14 18:00",,0.1,25.5,42,1,120.251825,23.753506,83
關山,臺東縣,23,,良好,1.2,0.22,1.8,7.0,33,5,7.4,13,5.6,1.1,342,"2024-11-14 18:00",,0.1,3.2,23,1,121.161933,23.045083,80
馬公,澎湖縣,44,,良好,1.8,0.23,46.5,47.6,29,8,3.6,4.3,0.7,2.6,28,"2024-11-14 18:00",,0.2,9.7,28,1,119.566158,23.569031,78
金門,金門縣,45,,良好,1,0.3,37.1,49.6,26,13,10.3,10.8,0.4,1.7,106,"2024-11-14 18:00",,0.2,13.8,28,1,118.312256,24.432133,77
馬祖,連江縣,31,,良好,0.8,0.25,26.8,31.1,16,10,8.8,9.4,0.5,2.8,343,"2024-11-14 18:00",,0.2,9.4,15,0,119.952724,26.153736,75
埔里,南投縣,48,,良好,1.4,0.49,11.5,24.2,29,18,17,18.9,1.8,0.6,168,"2024-11-14 18:00",,0.2,14.9,20,1,120.967903,23.968842,72
復興,高雄市,75,細懸浮微粒,普通,1,0.45,21.2,44.4,41,19,,,,0.3,179,"2024-11-14 18:00",,0.3,25.2,45,0,120.312017,22.608711,71
永和,新北市,16,,良好,0,0.33,7.9,11.5,7,3,7.2,11.6,4.4,2.4,102,"2024-11-14 18:00",,0.2,4.8,8,0,121.516306,25.017,70
竹山,南投縣,119,細懸浮微粒,對敏感族群不健康,3,0.55,36.4,45.7,108,62,20.3,20.5,0.2,1.2,299,"2024-11-14 18:00",,0.2,42.5,73,1,120.677306,23.756389,69
中壢,桃園市,110,細懸浮微粒,對敏感族群不健康,2.1,1.37,20.4,28.6,81,52,50.5,81.6,31,0.3,48,"2024-11-14 18:00",,0.8,39.1,60,1,121.221667,24.953278,68
三重,新北市,33,,良好,0.6,1.12,1.1,4.0,17,8,20.4,89,68.6,-,-,"2024-11-14 18:00",,0.7,6.7,16,0,121.493806,25.072611,67
冬山,宜蘭縣,20,,良好,0.5,0.28,5,12.5,33,6,8.9,13.3,4.4,1.9,154,"2024-11-14 18:00",,0.1,4.8,20,0,121.792928,24.632203,66
宜蘭,宜蘭縣,16,,良好,0.7,0.32,4.8,11.5,15,7,9,12.5,3.4,1.5,86,"2024-11-14 18:00",,0.1,5,14,0,121.746394,24.747917,65
陽明,臺北市,14,,良好,0.7,0.09,14,15.1,14,1,0.9,1.5,0.6,2.7,170,"2024-11-14 18:00",,0,0.9,9,0,121.529583,25.182722,64
花蓮,花蓮縣,23,,良好,0.9,0.2,9.3,11.8,38,8,5.5,7.7,2.1,1.1,158,"2024-11-14 18:00",,0.1,3.4,23,1,121.599769,23.971306,63
臺東,臺東縣,10,,良好,0.7,0.27,5,9.0,8,2,6.6,12.2,5.6,1.5,10,"2024-11-14 18:00",,0.1,1.4,9,0,121.15045,22.755358,62
恆春,屏東縣,13,,良好,0.6,0.09,13,14.4,9,1,0.9,1.8,0.8,8.4,23,"2024-11-14 18:00",,0,1.6,5,0,120.788928,21.958069,61
潮州,屏東縣,65,細懸浮微粒,普通,1.3,0.21,55.8,52.4,53,26,7,7.8,0.8,0.4,48,"2024-11-14 18:00",,0.1,21.2,38,1,120.561175,22.523108,60
屏東,屏東縣,54,細懸浮微粒,普通,,,,42.6,,21,,,,0.9,342,"2024-11-14 18:00",,0.2,16.8,35,1,120.488033,22.673081,59
小港,高雄市,73,細懸浮微粒,普通,3.6,0.28,2.8,38.7,60,21,54,78.1,24.1,1.7,270,"2024-11-14 18:00",,0.2,24.3,55,1,120.337736,22.565833,58
前鎮,高雄市,69,細懸浮微粒,普通,2.6,0.23,27.4,46.1,44,20,23.6,25,1.4,0.5,316,"2024-11-14 18:00",,0.2,22.8,46,1,120.30833356,22.6044507,57
前金,高雄市,60,細懸浮微粒,普通,0.8,0.39,30.5,42.4,51,16,20.6,24,3.3,1.4,33,"2024-11-14 18:00",,0.2,19.2,53,0,120.28676111,22.63390278,56
左營,高雄市,54,細懸浮微粒,普通,0.7,0.21,37.9,42.1,38,13,9.5,10.1,0.6,1.7,332,"2024-11-14 18:00",,0.2,16.7,41,0,120.292917,22.674861,54
楠梓,高雄市,61,細懸浮微粒,普通,1.1,0.28,36.6,45.0,47,13,12.8,14.2,1.3,1.4,313,"2024-11-14 18:00",,0.2,19.4,51,1,120.328289,22.733667,53
林園,高雄市,69,細懸浮微粒,普通,0.7,0.17,42.2,48.9,40,15,6.1,6.4,0.2,1.7,259,"2024-11-14 18:00",,0.2,22.7,48,1,120.41175,22.4795,52
大寮,高雄市,77,細懸浮微粒,普通,2.3,0.39,17.2,47.2,45,28,35.7,37,1.3,0.5,219,"2024-11-14 18:00",,0.2,26.2,35,2,120.425311,22.56413611,51
鳳山,高雄市,76,細懸浮微粒,普通,1.2,1.01,21.3,45.8,48,22,30,33.5,3.5,0.5,121,"2024-11-14 18:00",,0.5,25.5,50,1,120.357422,22.628126,50
仁武,高雄市,67,細懸浮微粒,普通,1.1,0.26,31,44.7,36,17,16.4,17.1,0.6,1.2,308,"2024-11-14 18:00",,0.2,22,41,1,120.332631,22.689056,49
橋頭,高雄市,69,細懸浮微粒,普通,0.6,0.3,37.1,43,54,15,10.3,11.4,1,1.6,326,"2024-11-14 18:00",,0.2,22.8,47,0,120.305689,22.757506,48
美濃,高雄市,53,細懸浮微粒,普通,0.9,0.31,46.5,39.3,50,22,6.4,7.3,0.8,0.4,330,"2024-11-14 18:00",,0.2,16.2,34,0,120.530542,22.883583,47
臺南,臺南市,65,細懸浮微粒,普通,0.5,0.38,40.2,46.0,48,19,14.8,16.2,1.3,1.1,354,"2024-11-14 18:00",,0.2,21.3,46,0,120.21947897,22.98928311,46
安南,臺南市,64,細懸浮微粒,普通,0.7,0.27,44.5,45.6,46,21,7.5,8.3,0.8,1.8,311,"2024-11-14 18:00",,0.2,20.9,47,0,120.2175,23.048197,45
善化,臺南市,67,細懸浮微粒,普通,1,0.24,39.5,44.6,47,18,8.5,9.6,1.1,0.9,330,"2024-11-14 18:00",,0.1,22,51,1,120.29740529,23.11337642,44
新營,臺南市,80,細懸浮微粒,普通,1.9,0.32,37.8,44.4,76,37,16.5,18.2,1.6,1.8,2,"2024-11-14 18:00",,0.2,27.4,63,0,120.31725,23.305633,43
嘉義,嘉義市,115,細懸浮微粒,對敏感族群不健康,1.9,0.41,37.2,43.0,79,42,14.7,15.7,0.9,1.8,313,"2024-11-14 18:00",,0.3,41,78,1,120.44125148,23.46477865,42
臺西,雲林縣,58,細懸浮微粒,普通,1.2,0.18,34.5,43,34,11,7.2,8.3,1.1,2.4,23,"2024-11-14 18:00",,0.1,18.2,40,1,120.19933333,23.702175,41
朴子,嘉義縣,64,細懸浮微粒,普通,1.6,0.24,41.9,48.1,54,22,11.5,13,1.4,0.9,346,"2024-11-14 18:00",,0.1,20.6,47,1,120.2478,23.46538,40
新港,嘉義縣,89,細懸浮微粒,普通,2.1,0.22,42.8,48.1,66,32,9.6,10.4,0.8,1.2,322,"2024-11-14 18:00",,0.1,31.1,66,1,120.345531,23.554839,39
崙背,雲林縣,110,細懸浮微粒,對敏感族群不健康,1.2,0.32,31.3,41.3,84,48,10.9,11.3,0.4,0.5,304,"2024-11-14 18:00",,0.2,39.1,73,0,120.348742,23.757547,38
斗六,雲林縣,151,細懸浮微粒,對所有族群不健康,2.1,0.59,44.6,48.3,97,65,15.2,17.2,1.9,1,305,"2024-11-14 18:00",,0.3,54.8,84,1,120.544994,23.711853,37
南投,南投縣,121,細懸浮微粒,對敏感族群不健康,1.2,0.49,32.6,47.9,88,55,25.2,26.1,0.9,1.1,357,"2024-11-14 18:00",,0.3,43.1,73,1,120.685306,23.913,36
二林,彰化縣,92,細懸浮微粒,普通,1.8,0.25,38.2,46.7,63,20,8.7,9.8,1,1.4,312,"2024-11-14 18:00",,0.2,32.2,75,1,120.409653,23.925175,35
線西,彰化縣,75,細懸浮微粒,普通,1.5,0.17,26,44.9,36,13,11.7,12.8,1,2.2,351,"2024-11-14 18:00",,0.2,25.1,50,1,120.469061,24.131672,34
彰化,彰化縣,117,細懸浮微粒,對敏感族群不健康,0.9,0.41,31.5,32.0,58,33,18.5,19.8,1.3,0.9,359,"2024-11-14 18:00",,0.3,41.5,67,1,120.541519,24.066,33
西屯,臺中市,116,細懸浮微粒,對敏感族群不健康,1.1,0.39,39.2,35.3,75,38,27.2,29.1,1.8,0.9,16,"2024-11-14 18:00",,0.3,41.3,74,1,120.616917,24.162197,32
忠明,臺中市,109,細懸浮微粒,對敏感族群不健康,1.2,0.45,41.8,38.0,68,31,17.6,19.3,1.7,0.9,357,"2024-11-14 18:00",,0.4,38.7,64,1,120.641092,24.151958,31
大里,臺中市,136,細懸浮微粒,對敏感族群不健康,1.4,0.48,36.6,45.6,75,47,17.7,19.3,1.6,0.9,349,"2024-11-14 18:00",,0.4,49.1,75,1,120.67844444,24.09961111,30
沙鹿,臺中市,111,細懸浮微粒,對敏感族群不健康,1.1,0.4,39.6,41.6,70,33,12.4,13.5,1.1,1.4,336,"2024-11-14 18:00",,0.3,39.4,75,1,120.568794,24.225628,29
豐原,臺中市,124,細懸浮微粒,對敏感族群不健康,1.4,0.39,35.4,36.8,85,44,14.3,15,0.7,0.8,24,"2024-11-14 18:00",,0.3,44.5,83,1,120.74252414,24.25699731,28
三義,苗栗縣,117,細懸浮微粒,對敏感族群不健康,0.7,0.34,46.5,38.7,77,40,5.7,6.8,1,1.3,20,"2024-11-14 18:00",,0.3,41.5,72,0,120.75956754,24.38248443,27
苗栗,苗栗縣,101,細懸浮微粒,對敏感族群不健康,2.1,0.47,49.5,50.9,54,37,12.2,13.3,1.1,0.4,352,"2024-11-14 18:00",,0.3,35.6,59,1,120.82011468,24.56499183,26
頭份,苗栗縣,98,細懸浮微粒,普通,1.4,0.48,41.3,53.5,57,35,19.3,20.3,1,0.6,290,"2024-11-14 18:00",,0.3,34.5,57,1,120.89869286,24.69690679,25
新竹,新竹市,100,細懸浮微粒,普通,1.4,0.59,43.4,54.9,60,40,20.5,21.1,0.6,1.1,308,"2024-11-14 18:00",,0.4,35.2,50,1,120.97236752,24.8056356,24
竹東,新竹縣,98,細懸浮微粒,普通,1,0.46,48.2,54.7,64,42,19,20.5,1.5,0.8,35,"2024-11-14 18:00",,0.3,34.6,55,1,121.08895493,24.74091408,23
湖口,新竹縣,110,細懸浮微粒,對敏感族群不健康,1,0.41,45,58.2,63,51,9.9,10.4,0.5,0.3,354,"2024-11-14 18:00",,0.3,38.9,49,0,121.03886894,24.90009696,22
龍潭,桃園市,124,細懸浮微粒,對敏感族群不健康,1.7,0.62,40,58.4,76,57,27.8,29,1.2,1,3,"2024-11-14 18:00",,0.4,44.3,64,1,121.21645772,24.86400048,21
平鎮,桃園市,116,細懸浮微粒,對敏感族群不健康,1.2,0.61,43.1,54.5,96,65,26.9,28,1,0.5,35,"2024-11-14 18:00",,0.4,41.1,64,1,121.203986,24.952786,20
觀音,桃園市,100,細懸浮微粒,普通,0.7,0.44,34.5,52.8,86,54,20.5,21.2,0.6,0.3,42,"2024-11-14 18:00",,0.2,35.2,60,1,121.08283092,25.03556747,19
大園,桃園市,99,細懸浮微粒,普通,1.6,0.45,28.4,48.0,74,42,33,35.9,2.9,1.5,5,"2024-11-14 18:00",,0.4,34.8,61,2,121.20251473,25.06100357,18
桃園,桃園市,108,細懸浮微粒,對敏感族群不健康,4.4,0.75,22.8,45.1,90,53,50.3,52.5,2.1,1.1,311,"2024-11-14 18:00",,0.4,38.2,64,2,121.30500531,24.9947107,17
大同,臺北市,33,,良好,1.6,1.69,,,9,8,20,103.2,83.1,-,-,"2024-11-14 18:00",,1,9.7,13,0,121.51342074,25.06331455,16
松山,臺北市,17,,良好,0.5,0.26,5.7,10.1,6,2,10.3,19.5,9.2,0.5,27,"2024-11-14 18:00",,0.1,1.9,11,0,121.578611,25.05,15
古亭,臺北市,10,,良好,0,0.15,10.4,11.6,4,1,4.8,6.9,2,4.2,65,"2024-11-14 18:00",,0.1,1.1,8,,121.529556,25.020608,14
萬華,臺北市,22,,良好,1.7,0.34,1.1,7.1,9,0,13.7,31.9,18.1,2.4,91,"2024-11-14 18:00",,0.2,1.8,11,1,121.507972,25.046503,13
中山,臺北市,18,,良好,0.3,0.33,5.2,7.9,9,6,11.8,19.8,8,3.7,78,"2024-11-14 18:00",,0.2,5.4,11,0,121.526528,25.062361,12
士林,臺北市,15,,良好,0.3,0.22,6.8,12.1,13,6,9.8,12.9,3.1,1.9,129,"2024-11-14 18:00",,0.1,3.5,11,0,121.51666356,25.10334003,11
淡水,新北市,33,,良好,1.2,0.09,13.6,24.6,10,6,3.4,4.3,0.8,4,150,"2024-11-14 18:00",,0.1,10.2,25,1,121.449239,25.1645,10
林口,新北市,23,,良好,0.2,0.28,2.6,9.6,4,3,14.5,21.5,6.9,2.9,100,"2024-11-14 18:00",,0.2,2.5,13,0,121.36548982,25.07798949,9
菜寮,新北市,20,,良好,0.6,0.41,4.6,10.8,7,9,12.6,16.9,4.3,2.9,92,"2024-11-14 18:00",,0.2,5.2,9,0,121.481028,25.06895,8
新莊,新北市,23,,良好,0.8,0.32,3.9,10.7,18,7,10.7,14.8,4,3.5,68,"2024-11-14 18:00",,0.2,7.1,21,0,121.4325,25.037972,7
板橋,新北市,25,,良好,0.5,0.51,3.9,9.8,10,4,15.1,25.5,10.3,1.7,63,"2024-11-14 18:00",,0.3,4.9,13,0,121.458667,25.012972,6
土城,新北市,23,,良好,0.5,0.4,5.1,11.8,13,7,14.3,17.9,3.6,0.7,87,"2024-11-14 18:00",,0.2,5.5,14,0,121.451861,24.982528,5
新店,新北市,25,,良好,0.7,0.17,10,12.9,11,8,4.7,6.4,1.6,4.9,129,"2024-11-14 18:00",,0.1,7.7,8,0,121.537778,24.977222,4
萬里,新北市,12,,良好,0.4,0.2,5.7,13,9,6,7.5,14,6.4,1.3,206,"2024-11-14 18:00",,0.1,3.4,10,1,121.689881,25.179667,3
汐止,新北市,24,,良好,0.3,0.23,3.6,9.7,9,3,11.9,20.3,8.4,0.5,357,"2024-11-14 18:00",,0.1,7.4,8,0,121.64081,25.06624,2
基隆,基隆市,11,,良好,0.7,0.22,9.4,12.9,8,2,5.7,7.7,1.9,0.9,108,"2024-11-14 18:00",,0.1,1.7,8,0,121.760056,25.129167,1
屏東(枋山),屏東縣,42,,良好,0.5,0.17,57.7,45.5,41,15,2.8,3,0.1,1.2,316,"2024-11-14 18:00",,0.1,11.7,32,0,120.651472,22.260899,313
宜蘭（頭城）,宜蘭縣,16,,良好,0.1,0.09,15,17.7,24,4,3.4,3.8,0.4,1.8,82,"2024-11-14 18:00",,0,3.1,15,0,121.82463916,24.85366672,312
新北(樹林),新北市,57,二氧化氮,普通,1.7,0.72,16.2,18.2,69,44,39.5,43.9,4.3,0,319,"2024-11-14 18:00",,0.3,17,35,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,69,細懸浮微粒,普通,0.5,0.2,41.7,52.7,29,14,3.6,4.6,1,0.8,316,"2024-11-14 18:00",,0.2,22.8,39,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,53,細懸浮微粒,普通,0.5,0.19,38.2,42.2,38,20,16.6,21.2,4.6,1.2,348,"2024-11-14 18:00",,0.1,16.4,43,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,51,細懸浮微粒,普通,1.1,0.21,41.6,40.8,32,16,5.6,6.2,0.6,0.8,274,"2024-11-14 18:00",,0.2,15.6,37,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,125,細懸浮微粒,對敏感族群不健康,1.6,0.68,37.8,45,80,44,21.5,23.7,2.2,0.6,331,"2024-11-14 18:00",,0.4,44.7,73,1,120.56373,23.96117,201
大城,彰化縣,56,細懸浮微粒,普通,0.7,0.13,36.1,38.4,33,10,6.1,7.1,0.9,2.6,30,"2024-11-14 18:00",,0.1,17.5,34,0,120.26964167,23.85493056,85
富貴角,新北市,56,細懸浮微粒,普通,0.8,0.08,16.5,36.4,19,7,4.3,4.3,0,2.5,129,"2024-11-14 18:00",,0.1,17.4,32,0,121.53656894,25.29681695,84
麥寮,雲林縣,76,細懸浮微粒,普通,1.4,0.2,31.5,40.2,33,12,8.5,10.1,1.5,2.8,353,"2024-11-14 18:00",,0.1,25.5,42,1,120.251825,23.753506,83
關山,臺東縣,23,,良好,1.2,0.22,1.8,7.0,33,5,7.4,13,5.6,1.1,342,"2024-11-14 18:00",,0.1,3.2,23,1,121.161933,23.045083,80
馬公,澎湖縣,44,,良好,1.8,0.23,46.5,47.6,29,8,3.6,4.3,0.7,2.6,28,"2024-11-14 18:00",,0.2,9.7,28,1,119.566158,23.569031,78
金門,金門縣,45,,良好,1,0.3,37.1,49.6,26,13,10.3,10.8,0.4,1.7,106,"2024-11-14 18:00",,0.2,13.8,28,1,118.312256,24.432133,77
馬祖,連江縣,31,,良好,0.8,0.25,26.8,31.1,16,10,8.8,9.4,0.5,2.8,343,"2024-11-14 18:00",,0.2,9.4,15,0,119.952724,26.153736,75
埔里,南投縣,48,,良好,1.4,0.49,11.5,24.2,29,18,17,18.9,1.8,0.6,168,"2024-11-14 18:00",,0.2,14.9,20,1,120.967903,23.968842,72
復興,高雄市,75,細懸浮微粒,普通,1,0.45,21.2,44.4,41,19,,,,0.3,179,"2024-11-14 18:00",,0.3,25.2,45,0,120.312017,22.608711,71
永和,新北市,16,,良好,0,0.33,7.9,11.5,7,3,7.2,11.6,4.4,2.4,102,"2024-11-14 18:00",,0.2,4.8,8,0,121.516306,25.017,70
竹山,南投縣,119,細懸浮微粒,對敏感族群不健康,3,0.55,36.4,45.7,108,62,20.3,20.5,0.2,1.2,299,"2024-11-14 18:00",,0.2,42.5,73,1,120.677306,23.756389,69
中壢,桃園市,110,細懸浮微粒,對敏感族群不健康,2.1,1.37,20.4,28.6,81,52,50.5,81.6,31,0.3,48,"2024-11-14 18:00",,0.8,39.1,60,1,121.221667,24.953278,68
三重,新北市,33,,良好,0.6,1.12,1.1,4.0,17,8,20.4,89,68.6,-,-,"2024-11-14 18:00",,0.7,6.7,16,0,121.493806,25.072611,67
冬山,宜蘭縣,20,,良好,0.5,0.28,5,12.5,33,6,8.9,13.3,4.4,1.9,154,"2024-11-14 18:00",,0.1,4.8,20,0,121.792928,24.632203,66
宜蘭,宜蘭縣,16,,良好,0.7,0.32,4.8,11.5,15,7,9,12.5,3.4,1.5,86,"2024-11-14 18:00",,0.1,5,14,0,121.746394,24.747917,65
陽明,臺北市,14,,良好,0.7,0.09,14,15.1,14,1,0.9,1.5,0.6,,,"2024-11-14 18:00",,0,0.9,9,0,121.529583,25.182722,64
花蓮,花蓮縣,23,,良好,0.9,0.2,9.3,11.8,38,8,5.5,7.7,2.1,1.1,158,"2024-11-14 18:00",,0.1,3.4,23,1,121.599769,23.971306,63
臺東,臺東縣,10,,良好,0.7,0.27,5,9.0,8,2,6.6,12.2,5.6,1.5,10,"2024-11-14 18:00",,0.1,1.4,9,0,121.15045,22.755358,62
恆春,屏東縣,13,,良好,0.6,0.09,13,14.4,9,1,0.9,1.8,0.8,8.4,23,"2024-11-14 18:00",,0,1.6,5,0,120.788928,21.958069,61
潮州,屏東縣,65,細懸浮微粒,普通,1.3,0.21,55.8,52.4,53,26,7,7.8,0.8,0.4,48,"2024-11-14 18:00",,0.1,21.2,38,1,120.561175,22.523108,60
屏東,屏東縣,54,細懸浮微粒,普通,,,,42.6,,21,,,,0.9,342,"2024-11-14 18:00",,0.2,16.8,35,1,120.488033,22.673081,59
小港,高雄市,73,細懸浮微粒,普通,3.6,0.28,2.8,38.7,60,21,54,78.1,24.1,1.7,270,"2024-11-14 18:00",,0.2,24.3,55,1,120.337736,22.565833,58
前鎮,高雄市,69,細懸浮微粒,普通,2.6,0.23,27.4,46.1,44,20,23.6,25,1.4,0.5,316,"2024-11-14 18:00",,0.2,22.8,46,1,120.30833356,22.6044507,57
前金,高雄市,60,細懸浮微粒,普通,0.8,0.39,30.5,42.4,51,16,20.6,24,3.3,1.4,33,"2024-11-14 18:00",,0.2,19.2,53,0,120.28676111,22.63390278,56
左營,高雄市,54,細懸浮微粒,普通,0.7,0.21,37.9,42.1,38,13,9.5,10.1,0.6,1.7,332,"2024-11-14 18:00",,0.2,16.7,41,0,120.292917,22.674861,54
楠梓,高雄市,61,細懸浮微粒,普通,1.1,0.28,36.6,45.0,47,13,12.8,14.2,1.3,1.4,313,"2024-11-14 18:00",,0.2,19.4,51,1,120.328289,22.733667,53
林園,高雄市,69,細懸浮微粒,普通,0.7,0.17,42.2,48.9,40,15,6.1,6.4,0.2,1.7,259,"2024-11-14 18:00",,0.2,22.7,48,1,120.41175,22.4795,52
大寮,高雄市,77,細懸浮微粒,普通,2.3,0.39,17.2,47.2,45,28,35.7,37,1.3,0.5,219,"2024-11-14 18:00",,0.2,26.2,35,2,120.425311,22.56413611,51
鳳山,高雄市,76,細懸浮微粒,普通,1.2,1.01,21.3,45.8,48,22,30,33.5,3.5,0.5,121,"2024-11-14 18:00",,0.5,25.5,50,1,120.357422,22.628126,50
仁武,高雄市,67,細懸浮微粒,普通,1.1,0.26,31,44.7,36,17,16.4,17.1,0.6,1.2,308,"2024-11-14 18:00",,0.2,22,41,1,120.332631,22.689056,49
橋頭,高雄市,69,細懸浮微粒,普通,0.6,0.3,37.1,43,54,15,10.3,11.4,1,1.6,326,"2024-11-14 18:00",,0.2,22.8,47,0,120.305689,22.757506,48
美濃,高雄市,53,細懸浮微粒,普通,0.9,0.31,46.5,39.3,50,22,6.4,7.3,0.8,0.4,330,"2024-11-14 18:00",,0.2,16.2,34,0,120.530542,22.883583,47
臺南,臺南市,65,細懸浮微粒,普通,0.5,0.38,40.2,46.0,48,19,14.8,16.2,1.3,1.1,354,"2024-11-14 18:00",,0.2,21.3,46,0,120.21947897,22.98928311,46
安南,臺南市,64,細懸浮微粒,普通,0.7,0.27,44.5,45.6,46,21,7.5,8.3,0.8,1.8,311,"2024-11-14 18:00",,0.2,20.9,47,0,120.2175,23.048197,45
善化,臺南市,67,細懸浮微粒,普通,1,0.24,39.5,44.6,47,18,8.5,9.6,1.1,0.9,330,"2024-11-14 18:00",,0.1,22,51,1,120.29740529,23.11337642,44
新營,臺南市,80,細懸浮微粒,普通,1.9,0.32,37.8,44.4,76,37,16.5,18.2,1.6,1.8,2,"2024-11-14 18:00",,0.2,27.4,63,0,120.31725,23.305633,43
嘉義,嘉義市,115,細懸浮微粒,對敏感族群不健康,1.9,0.41,37.2,43.0,79,42,14.7,15.7,0.9,1.8,313,"2024-11-14 18:00",,0.3,41,78,1,120.44125148,23.46477865,42
臺西,雲林縣,58,細懸浮微粒,普通,1.2,0.18,34.5,43,34,11,7.2,8.3,1.1,2.4,23,"2024-11-14 18:00",,0.1,18.2,40,1,120.19933333,23.702175,41
朴子,嘉義縣,64,細懸浮微粒,普通,1.6,0.24,41.9,48.1,54,22,11.5,13,1.4,0.9,346,"2024-11-14 18:00",,0.1,20.6,47,1,120.2478,23.46538,40
新港,嘉義縣,89,細懸浮微粒,普通,2.1,0.22,42.8,48.1,66,32,9.6,10.4,0.8,1.2,322,"2024-11-14 18:00",,0.1,31.1,66,1,120.345531,23.554839,39
崙背,雲林縣,110,細懸浮微粒,對敏感族群不健康,1.2,0.32,31.3,41.3,84,48,10.9,11.3,0.4,0.5,304,"2024-11-14 18:00",,0.2,39.1,73,0,120.348742,23.757547,38
斗六,雲林縣,151,細懸浮微粒,對所有族群不健康,2.1,0.59,44.6,48.3,97,65,15.2,17.2,1.9,1,305,"2024-11-14 18:00",,0.3,54.8,84,1,120.544994,23.711853,37
南投,南投縣,121,細懸浮微粒,對敏感族群不健康,1.2,0.49,32.6,47.9,88,55,25.2,26.1,0.9,1.1,357,"2024-11-14 18:00",,0.3,43.1,73,1,120.685306,23.913,36
二林,彰化縣,92,細懸浮微粒,普通,1.8,0.25,38.2,46.7,63,20,8.7,9.8,1,1.4,312,"2024-11-14 18:00",,0.2,32.2,75,1,120.409653,23.925175,35
線西,彰化縣,75,細懸浮微粒,普通,1.5,0.17,26,44.9,36,13,11.7,12.8,1,2.2,351,"2024-11-14 18:00",,0.2,25.1,50,1,120.469061,24.131672,34
彰化,彰化縣,117,細懸浮微粒,對敏感族群不健康,0.9,0.41,31.5,32.0,58,33,18.5,19.8,1.3,0.9,359,"2024-11-14 18:00",,0.3,41.5,67,1,120.541519,24.066,33
西屯,臺中市,116,細懸浮微粒,對敏感族群不健康,1.1,0.39,39.2,35.3,75,38,27.2,29.1,1.8,0.9,16,"2024-11-14 18:00",,0.3,41.3,74,1,120.616917,24.162197,32
忠明,臺中市,109,細懸浮微粒,對敏感族群不健康,1.2,0.45,41.8,38.0,68,31,17.6,19.3,1.7,0.9,357,"2024-11-14 18:00",,0.4,38.7,64,1,120.641092,24.151958,31
大里,臺中市,136,細懸浮微粒,對敏感族群不健康,1.4,0.48,36.6,45.6,75,47,17.7,19.3,1.6,0.9,349,"2024-11-14 18:00",,0.4,49.1,75,1,120.67844444,24.09961111,30
沙鹿,臺中市,111,細懸浮微粒,對敏感族群不健康,1.1,0.4,39.6,41.6,70,33,12.4,13.5,1.1,1.4,336,"2024-11-14 18:00",,0.3,39.4,75,1,120.568794,24.225628,29
豐原,臺中市,124,細懸浮微粒,對敏感族群不健康,1.4,0.39,35.4,36.8,85,44,14.3,15,0.7,0.8,24,"2024-11-14 18:00",,0.3,44.5,83,1,120.74252414,24.25699731,28
三義,苗栗縣,117,細懸浮微粒,對敏感族群不健康,0.7,0.34,46.5,38.7,77,40,5.7,6.8,1,1.3,20,"2024-11-14 18:00",,0.3,41.5,72,0,120.75956754,24.38248443,27
苗栗,苗栗縣,101,細懸浮微粒,對敏感族群不健康,2.1,0.47,49.5,50.9,54,37,12.2,13.3,1.1,0.4,352,"2024-11-14 18:00",,0.3,35.6,59,1,120.82011468,24.56499183,26
頭份,苗栗縣,98,細懸浮微粒,普通,1.4,0.48,41.3,53.5,57,35,19.3,20.3,1,0.6,290,"2024-11-14 18:00",,0.3,34.5,57,1,120.89869286,24.69690679,25
新竹,新竹市,100,細懸浮微粒,普通,1.4,0.59,43.4,54.9,60,40,20.5,21.1,0.6,1.1,308,"2024-11-14 18:00",,0.4,35.2,50,1,120.97236752,24.8056356,24
竹東,新竹縣,98,細懸浮微粒,普通,1,0.46,48.2,54.7,64,42,19,20.5,1.5,0.8,35,"2024-11-14 18:00",,0.3,34.6,55,1,121.08895493,24.74091408,23
湖口,新竹縣,110,細懸浮微粒,對敏感族群不健康,1,0.41,45,58.2,63,51,9.9,10.4,0.5,0.3,354,"2024-11-14 18:00",,0.3,38.9,49,0,121.03886894,24.90009696,22
龍潭,桃園市,124,細懸浮微粒,對敏感族群不健康,1.7,0.62,40,58.4,76,57,27.8,29,1.2,1,3,"2024-11-14 18:00",,0.4,44.3,64,1,121.21645772,24.86400048,21
